ID,item.WG,item.WS,definition,category,age.75,age.50,age.25,age_rng,age.75.m,age.50.m,age.25.m,D,bin
310,d14_56,a15_57,丟,action_words,16,8,8,8|16,86.69259516666666,37.16792091666667,-12.356749801664167,0.023869560333333335,大於36
297,d14_43,a15_44,敲,action_words,16,8,8,8|16,87.40496016666667,37.17418658333333,-13.056592047916666,0.023655442483333334,大於36
280,d14_26,a15_26,掉,action_words,16,16,8.455172413793104,8|16,54.705588666666664,37.30167483333334,19.897761916666667,0.06709679283333334,大於36
259,d14_05,a15_05,是/對/好,action_words,16,8,8,8|16,90.57582408333333,37.3332035,-15.909411376675,0.022396009225,大於36
286,d14_32,a15_32,給,action_words,16,9,8,8|16,74.30155033333334,37.40353341666667,0.5055128934166666,0.03204401008333333,大於36
296,d14_42,a15_43,聽,action_words,16,16,8,8|16,63.4572545,37.55050741666667,11.643766,0.04501583058333333,大於36
290,d14_36,a15_36,撿,action_words,16,8,8,8|16,82.98665191666667,37.552574416666666,-7.88150505225,0.025871993166666666,大於36
284,d14_30,a15_30,擦,action_words,16,16,8,8|16,62.326158166666666,37.96848333333333,13.610809158333334,0.047496297,大於36
278,d14_24,a15_24,跳,action_words,16,16,8,8|16,61.510827416666665,38.050226333333335,14.589623041666666,0.049357792416666664,大於36
274,d14_20,a15_20,去,action_words,16,8,8,8|16,79.13833366666667,38.07901141666667,-2.9803139323,0.028390353,大於36
304,d14_50,a15_51,叫,action_words,16,16,8,8|16,61.88501466666666,38.354928083333334,14.824843891666667,0.04914697791666667,大於36
291,d14_37,a15_37,摸,action_words,16,16,8,8|16,66.81654566666667,38.63158491666667,10.446624891666668,0.04100484941666667,大於36
306,d14_52,a15_53,排(東西),action_words,16,16,16,8|16,52.02480308333333,38.906106,25.787410416666667,0.08737741975,大於36
282,d14_28,a15_28,跌倒,action_words,16,9,8,8|16,68.92458225,39.100272333333336,9.275962194916668,0.038634092833333335,大於36
289,d14_35,a15_35,快點/快一點,action_words,16,16,8,8|16,59.151016,39.29336125,19.435707666666666,0.05785099475,大於36
293,d14_39,a15_39,說話,action_words,16,16,8.241842610364683,8|16,59.525168083333334,39.312312666666664,19.099452833333334,0.056451313,大於36
277,d14_23,a15_23,關,action_words,16,16,8,8|16,65.76743275,39.36302283333333,12.958611533333332,0.0434857175,大於36
273,d14_19,a15_19,玩,action_words,16,8.16338880484115,8,8|16,81.33284925,39.5847715,-2.1633107679666668,0.027707935166666666,大於36
307,d14_53,a15_54,按,action_words,16,16,8,8|16,63.30623875,39.74526025,16.184280383333334,0.0486000175,大於36
272,d14_18,a15_18,跑,action_words,16,16,8,8|16,59.836063833333334,39.961415333333335,20.086764916666667,0.057200948,大於36
